771243948|Tyler Perry's Good Deeds|Tyler Perry|Comedy, Drama, Romance|Feb 24, 2012|Jun 12, 2012|$35,010,192|PG-13 (for sexual content, language, some violence and thematic material)|109|Lionsgate Films|Tyler Perry|A successful, wealthy businessman, Wesley Deeds (Tyler Perry) has always done what's expected of him, whether it's assuming the helm of his father's company, tolerating his brother's misbehavior at the office or planning to marry his beautiful but restless fiancée, Natalie (Gabrielle Union). But Wesley is jolted out of his predictable routine when he meets Lindsey (Thandie Newton), a down-on-her-luck single mother who works on the cleaning crew in his office building. When he offers to help her get back on her feet, the chance encounter with someone so far outside his usual circle ignites something in Wesley. This one good deed may finally spark his courage to exchange the life that's expected of him for the life he's always really wanted. -- (C) Lionsgate|5/10|33|10|23|4/10|12|1|11|4/5|60,724
771242922|Father's Day|Adam Brooks (V), Jeremy Gillespie , Matthew Kennedy (VI), Conor Sweeney, Adam Brooks, Matthew Kennedy, Steven Kostanski|Horror|Jan 13, 2012|Jun 26, 2012||NR|99|Troma|Adam Brooks, Jeremy Gillespie , Matthew Kennedy, Steven Kostanski, Conor Sweeney|From original Japanese Translation: A film about a rapist that go around rapping father's. Ending where the victim seeks revenge. A classic tale with a twist. Of course, this is a comedy for our best enjoyment! -- (C) Official Site|6.8/10|9|7|2|||||3.5/5|342
771237202|A Bag of Hammers|Brian Crano|Comedy, Drama|May 11, 2012|Jun 19, 2012||NR|87|MPI Media Group|Brian Crano, Jake Sandvig|"A Bag of Hammers revolves around the friendship of two charming grifters, Ben and Alan, played by Jason Ritter and Jake Sandvig. Ben and Alan have built a successful though larcenous business, posing as car valets, only to steal the vehicles instead of parking them. Because of their less-than-ideal childhoods and a ""job"" that allows them to remain likeable boyish rogues well into their 20's, their penchant for crime is almost forgivable. However, everything changes when they meet a twelve-year-old boy named Kelsey. Neglected by his mother, Kelsey is drawn to Ben and Alan and they to him--eventually, Kelsey becomes part mascot, part protege. His presence ultimately forces Alan and Ben to choose between a life of crime and fun (an extended childhood) and the opportunity to grow up and deal with the emotional consequences that come with it. -- (C) Official Site"|5.2/10|19|11|8|4.2/10|9|4|5|3.6/5|494
771236517|The FP|Brandon Trost, Jason Trost|Comedy, Drama|Mar 16, 2012|Jun 19, 2012|$24,656|R (for pervasive language, sexual content, some nudity and brief drug material)|83|Drafthouse Films|Jason Trost, Brandon Trost|"In a dystopian future, a relentless turf war rages. Two rival gangs feud for control of rural wasteland Frazier Park ('The FP') in the deadly arena of competitive dance-fight video game ""Beat-Beat Revelation."" After hometown hero BTRO is slain on the dance platform by thug leader L Dubba E, his protégé younger brother JTRO (Jason Trost) goes into isolation, vowing never to duel again. One year later, The FP is in ruins, and JTRO must find the courage to return and restore order in a ruthless battle for revenge that can only leave one man dancing. From the producers of Paranormal Activity and featuring narration by James Remar (The Warriors), THE FP is a fury of fierce footwork, triumphant montages and neon street wear that Moviefone calls ""a rare ready-made cult hit."" -- (C) Drafthouse"|5.2/10|23|11|12|4.3/10|8|2|6|3.3/5|732
771229606|Cat Run|John Stockwell|Action & Adventure, Comedy, Drama|Apr 1, 2011|Jun 19, 2012||R (for strong, bloody violence, sexual content, nudity and language)|102|Paladin|Nick Ball, John Niven|Anthony always dreamed of being a famous chef. Julian only thought about women. With neither really working out, the childhood best friends decide to start a detective agency. Unfortunately for them, on their first case they must help protect a sexy, high class escort who holds the key evidence to a scandalous cover up. The two bumbling detectives soon find themselves running from the mob, a corrupt US Senator, and a ruthless Mary Poppins-like assassin - all of whom would stop at nothing to hide the truth. It's just an average day for two bumbling losers. -- (c) Lleju|3.6/10|14|2|12|3.6/10|8|1|7|2.8/5|1,550
771228749|The Flaw|David Sington|Documentary, Special Interest|Jun 3, 2011|Jun 13, 2012||NR|78|New Video Group||International award winning director David Sington (director of 'In the Shadow of the Moon') tells the story of the credit bubble which caused the financial crisis, which has brought suffering to millions. Forsaking easy explanations of greedy bankers and incompetent regulators, this film goes to the roots of the forces which caused America and the UK to be gripped by the crazy belief that everyone could be rich and property prices would rise for ever. With a cast of bankers, borrowers, brokers and some of the best economic brains in the world, the film tells a gripping story of delusion, deceit and destruction. -- (C) Dartmouth Films|6.8/10|11|9|2|||||3.7/5|207
771222896|Attenberg|Athina Rachel Tsangari|Art House & International, Drama|Mar 9, 2012|Jun 19, 2012|$12,540|NR|95|Strand Releasing|Athina Rachel Tsangari|Part of the new wave of Greek cinema, Attenberg is an offbeat coming-of-age film. 23-year-old Marina is living in a small, factory town by the sea where her once-visionary architect father, has returned to die. Finding the human species foreign, she keeps her distance, choosing to observe mankind through Sir David Attenborough's mammal documentaries and the songs of Suicide. While preparing for her father's impending death, Marina discovers her own sexuality through lessons from her only friend, Bella, and a visiting engineer. Equal parts abstract theater and melodrama, Attenberg sincerely and humorously navigates the defining moments in life. -- (C) Strand|6.9/10|44|34|10|7.4/10|14|14|0|3.2/5|2,340
771211555|Wanderlust|David Wain|Comedy|Feb 23, 2012|Jun 19, 2012|$17,255,675|R (for sexual content, graphic nudity, language and drug use)|80|Universal Pictures|Ken Marino, David Wain|George (Rudd) and Linda (Aniston) are an overextended, stressed out Manhattan couple. After George is downsized out of his job, they find themselves with only one option: to move in with George's awful brother in Atlanta. On the way there, George and Linda stumble upon Elysium, an idyllic community populated by colorful characters who embrace a different way of looking at things. Money? It can't buy happiness. Careers? Who needs them? Clothes? Only if you want them. Is Elysium the fresh start George and Linda need? Or will the change of perspective cause more problems than it solves? -- (C) Universal|5.6/10|143|84|59|5.5/10|42|23|19|3/5|42,285
771208070|Big Miracle|Ken Kwapis|Action & Adventure, Comedy, Drama, Romance|Feb 3, 2012|Jun 19, 2012|$20,113,965|PG (for language)|107|Universal Pictures|Jack Amiel, Michael Begler|Inspired by the true story that captured the hearts of people across the world, the rescue adventure Big Miracle tells the amazing tale of a small town news reporter (John Krasinski) and an animal-loving volunteer (Drew Barrymore) who are joined by rival world superpowers to save a family of majestic gray whales trapped by rapidly forming ice in the Arctic Circle. -- (C) Universal|6.3/10|104|78|26|6.4/10|26|19|7|3.6/5|38,901
771202145|Project X|Nima Nourizadeh|Comedy, Drama, Science Fiction & Fantasy|Mar 2, 2012|Jun 19, 2012|$53,400,000|R (for crude and sexual content throughout, nudity, drugs, drinking, pervasive language, reckless behavior and mayhem - all involving teens)|88|Warner Bros. Pictures|Matt Drake, Michael Bacall|The Hangover's Todd Phillips produces this top-secret comedy from writers Matt Drake and Michael Bacall, with helming duties handled by commercial director Nima Nourizadeh. ~ Jeremy Wheeler, Rovi|4.2/10|136|38|98|5/10|26|7|19|3.5/5|95,173
771201645|Sherlock Holmes: A Game of Shadows|Guy Ritchie|Action & Adventure, Mystery & Suspense|Dec 16, 2011|Jun 12, 2012|$186,830,669|PG-13 (for intense sequences of violence and action, and some drug material)|128|Warner Bros. Pictures|Kieran Mulroney, Michele Mulroney|Sherlock Holmes (Robert Downey Jr.) has always been the smartest man in the room...until now. There is a new criminal mastermind at large-Professor Moriarty (Jared Harris)-and not only is he Holmes' intellectual equal, but his capacity for evil, coupled with a complete lack of conscience, may actually give him an advantage over the renowned detective. When the Crown Prince of Austria is found dead, the evidence, as construed by Inspector Lestrade (Eddie Marsan), points to suicide. But Sherlock Holmes deduces that the prince has been the victim of murder-a murder that is only one piece of a larger and much more portentous puzzle, designed by Professor Moriarty. The cunning Moriarty is always one step ahead of Holmes as he spins a web of death and destruction-all part of a greater plan that, if he succeeds, will change the course of history. -- (C) Warner Bros|6/10|219|131|88|5.5/10|45|18|27|3.9/5|168,168
771201075|Ghost Rider: Spirit of Vengeance|Brian Taylor, Mark Neveldine|Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy|Feb 17, 2012|Jun 12, 2012|$51,774,002|PG-13 (for intense sequences of action and violence, some disturbing images, and language)|95|Sony Pictures|Mark Neveldine, Brian Taylor, David S. Goyer, Scott M. Gimple, Seth Hoffman|Nicolas Cage reprises his role as Johnny Blaze in Ghost Rider Spirit of Vengeance. In this gritty new vision for the character, directed by Neveldine/Taylor (Crank), Johnny is still struggling with his curse as the devil's bounty hunter - but he may risk everything as he teams up with the leader of a group of rebel monks (Idris Elba) to save a young boy from the devil... and possibly rid himself of his curse forever. -- (C) Sony|3.8/10|113|20|93|3.5/10|19|4|15|2.6/5|112,698
771036060|La tête en friche (My Afternoons with Margueritte)|Jean Becker|Art House & International, Comedy, Drama|Sep 16, 2011|Jun 19, 2012|$24,584|R (for some language)|82|Cohen Media Group|Jean Becker, Jean-Loup Dabadie|My Afternoons with Margueritte is the story of life's random encounters. In a small French town, Germain, a nearly illiterate man in his 50's and considered to be the village idiot by his friends at the local bistro, takes a walk to the park one day and happens to sit beside Marguerite, a little old lady who is reading excerpts from her novel aloud. She's articulate, highly intelligent and frail. Between Germain and Margueritte, there are 40 years and 200 pounds difference. Germain is lured by Margueritte's passion for life and the magic of literature from which he has always felt excluded. As Margueritte broadens his mind via reading excerpts from her novel, Germain realizes that he is more of an intellectual than he has ever allowed himself to be. Afternoons spent reading aloud on their favorite bench transform their lives and start them both on a new journey -- to literacy and respect for Germain, and to the deepest friendship for Margueritte. -- (C) Cohen Media Group|6.4/10|60|51|9|6.4/10|18|13|5|3.8/5|5,462
770875167|Seeking Justice|Roger Donaldson|Action & Adventure, Drama, Mystery & Suspense|Mar 16, 2012|Jun 19, 2012|$410,819|R (for violence, language and brief sexuality)|105|Anchor Bay Entertainment|Robert Tannen|A happily married family man's quiet life is turned upside-down when his wife is brutally attacked one night while leaving work. The husband unwittingly pulls himself into a dangerous underground vigilante operation after agreeing to an intriguing offer for a stranger to exact vengeance on is wife's attacker. While continuing to protect his wife from the truth, he quickly discovers that his quest for justice could lead to frightening and deadly consequences. -- (C) Anchor Bay|4.5/10|77|21|56|4.4/10|21|6|15|3/5|7,817
770873365|And Everything Is Going Fine|Steven Soderbergh|Documentary, Special Interest|Dec 10, 2010|Jun 19, 2012|$21,073|NR|89|IFC Films||"AND EVERYTHING IS GOING FINE provides an intimate look at master monologist Spalding Gray, as described by his most critical, irreverent and insightful biographer: Spalding Gray. Director Steven Soderbergh, who collaborated with Gray on the film adaptation of his celebrated Gray's Anatomy (1996), has distilled 25 years of rare and revealing footage to construct a riveting final monologue. There are glimpses of Gray's father and of his son Forrest (who provides soaring music for the end credits), but for the most part this is an inspired one-man show, a bittersweet display of the writer-performer's playful and embattled intelligence, his gift for tracking universal truths by looking himself squarely in the eye. ""At the very first meeting I had with Steven to discuss making the film, he said 'I want Spalding to tell the story of Spalding,'"" notes Kathleen Russo, Gray's widow and one of the producers of the film. ""After that, there was no question in my mind about anyone else directing this movie. So I handed him 120 hours of Spalding footage, which became a 90-minute documentary, all told by Spalding through the eyes of Steven Soderbergh. This is a labor of love between the director, the editor, the producers and the family of Spalding Gray-a collaboration whose main goal was to have one more story be told by one of the most unique monologists of our time."" Spalding Gray is most celebrated for his series of 18 monologues, including Sex and Death to the Age 14; Booze, Cars and College Girls; A Personal History of the American Theater; India and After (America); Monster in a Box; Gray's Anatomy; It's a Slippery Slope; Morning, Noon and Night and the Obie Award-winning Swimming to Cambodia. He performed with The Performance Group and The Wooster Group, and on Broadway in plays by Gore Vidal, Thornton Wilde and others. In addition to the film adaptations of his own works-among them Swimming to Cambodia, directed by Jonathan Demme, and Monster in a Box, directed by Nick Broomfield-Gray appeared in more than 40 films, including Roland Joffe's The Killing Fields; David Byrne's True Stories; Soderbergh's King of the Hill and John Boorman's Beyond Rangoon.-- (C) IFC"|7.8/10|32|29|3|7.6/10|12|11|1|3.6/5|1,219
770873224|House Of Boys|Jean-Claude Schlim|Drama, Musical & Performing Arts, Romance|Jul 29, 2011|Jun 12, 2012||NR|112|Moonstone Entertainment|Jean-Claude Schlim, Robert David Graham, Bob Graham, Christian Thiry|A colorful and raw coming-of-age story set in the emerging gay dance club scene of Amsterdam 1984. House of Boys tells the story of Frank, a high school kid who leaves home and falls into the exciting new world of free sex, music and dance. When Frank's new world is suddenly turned upside down, his struggle for courage in face of the unknown gives him a new and deep understanding of the true meaning of love. -- (C) Official Site|6.4/10|7|4|3|||||3.3/5|177
770856207|The Hedgehog|Mona Achache|Art House & International, Comedy, Drama|Aug 19, 2011|Jun 12, 2012|$828,801|PG|98|NeoClassics Films|Mona Achache|Inspired by the beloved New York Times bestseller, The Elegance of the Hedgehog, by Muriel Barbery, The Hedgehog is the timely story of Paloma (Garance Le Guillermic) a young girl bent on ending it all on her upcoming twelfth birthday. Using her father's old camcorder to chronicle the hypocrisy she sees in adults, Paloma begins to learn about life from the grumpy building concierge, Renée Michel (Josiane Balasko). When Paloma's camera reveals the extensive secret library in Renée's back room, and that the often gruff matron reads Tolstoy to her cat, Paloma begins to understand that there are allies to be found beneath the prickliest of exteriors. As the unlikely friendship deepens, Paloma's own coming of age becomes a much less pessimistic prospect. -- (C) NeoClassics Films|7/10|70|61|9|7.4/10|20|17|3|3.9/5|5,394
